743
"023878","MT CRAWFORD AWS","CRAW",-34.7253,138.9278,  525,"94678","SA "
"023885","NOARLUNGA AWS  ","NRLG",-35.1586,138.5057,   55,"94808","SA "
"023887","KUITPO AWS     ","KUIT",-35.1712,138.6783,  365,"94683","SA "
"023894","HINDMARSH IS   ","HMIS",-35.5194,138.8177,   11,"94677","SA "
"024024","LOXTON AWS     ","LOXT",-34.4390,140.5978,   30,"94682","SA "
"024048","RENMARK AWS    ","YREN",-34.1983,140.6766,   32,"95687","SA "
"024511","EUDUNDA        ","AAAA",-34.1754,139.0847,  415,"94680","SA "
"024518","MENINGIE       ","AAAA",-35.6902,139.3375,    3,"95814","SA "
"024521","MURRAY BRIDGE  ","MBD ",-35.1234,139.2592,   33,"95812","SA "
"024580","STRATHALBYN AWS","SRC ",-35.2836,138.8934,   58,"94814","SA "
"024584","MURRAY BRIDGE A","YMBD",-35.0650,139.2273,   45,"95818","SA "
"025006","KAROONDA       ","AAAA",-35.0900,139.8972,   72,"95813","SA "
"025507","KEITH          ","AAAA",-36.0980,140.3556,   29,"94816","SA "
"025557","KEITH AWS      ","KETH",-36.1058,140.3273,   27,"95815","SA "
"025562","LAMEROO AWS    ","LAMR",-35.3778,140.5378,  110,"94690","SA "
"026021","MT GAMBIER     ","YMTG",-37.7473,140.7739,   63,"94821","SA "
"026026","ROBE           ","AAAA",-37.1628,139.7560,    3,"94812","SA "
"026091","COONAWARRA AWS ","COOW",-37.2906,140.8254,   57,"94817","SA "
"026095","CAPE JAFFA     ","JAFA",-36.9655,139.7164,   17,"94813","SA "
"026099","NARACOORTE AP  ","YNRC",-36.9813,140.7270,   50,"94820","SA "
"026100","PADTHAWAY SOUTH","PDTH",-36.6539,140.5212,   37,"95823","SA "
"026105","ROBE AIRFIELD  ","YRBE",-37.1776,139.8054,    3,"95816","SA "
"027045","WEIPA AP       ","YBWP",-12.6778,141.9208,   18,"94170","QLD"
"027054","COCONUT ISLAND ","YCCT",-10.0511,143.0686,    4,"94182","QLD"
"027058","HORN IS        ","YHID",-10.5844,142.2900,    4,"94174","QLD"
"027073","COEN AP        ","YCOE",-13.7606,143.1183,  159,"94183","QLD"
"027075","SCHERGER RAAF  ","YBSG",-12.6167,142.0869,   39,"94171","QLD"
"028004","PALMERVILLE    ","YPVI",-16.0008,144.0758,  204,"94276","QLD"
